ds,y
1997-01-01,-5.721987703597877
1997-01-02,11.381489505140749
1997-01-03,-10.696138111284679
1997-01-04,10.7793037244521
1997-01-05,4.035300064068105
1997-01-06,12.657130571327116
1997-01-07,12.253666888748132
1997-01-08,17.505810206469132
1997-01-09,-0.9145184463983105
1997-01-10,11.509796204332709
1997-01-11,21.51997800750649
1997-01-12,29.989576095275485
1997-01-13,-9.210526280580249
1997-01-14,-7.816219917048791
1997-01-15,25.982456352871896
1997-01-16,13.376505747606693
1997-01-17,10.528213560798665
1997-01-18,17.356735436108064
1997-01-19,11.238518597894686
1997-01-20,10.553809482903528
1997-01-21,5.577945559747772
1997-01-22,10.006917115058018
1997-01-23,4.172374526043571
1997-01-24,11.990850868298908
1997-01-25,15.192478075910666
1997-01-26,22.4341184433607
1997-01-27,15.092533761457343
1997-01-28,18.812261334893236
1997-01-29,6.383285073475032
1997-01-30,20.089667235883645
1997-01-31,20.878872001973463
1997-02-01,6.563576379357038
1997-02-02,34.40156002299108
1997-02-03,8.670592713090043
1997-02-04,-7.567822969400204
1997-02-05,22.16731347374445
1997-02-06,20.435923727403736
1997-02-07,22.3414680971941
1997-02-08,1.605849946525014
1997-02-09,1.762558331046188
1997-02-10,12.117352396881213
1997-02-11,23.976301396981253
1997-02-12,26.477240091574462
1997-02-13,11.60326631134771
1997-02-14,30.10367824248968
1997-02-15,20.094268400237226
1997-02-16,21.900196195030475
1997-02-17,10.047531167030225
1997-02-18,21.167454998721556
1997-02-19,25.232526247198816
1997-02-20,25.49465535619027
1997-02-21,36.80659137973903
1997-02-22,25.098531954385987
1997-02-23,14.198947663416446
1997-02-24,26.495558014189353
1997-02-25,8.979577939041693
1997-02-26,21.15719256346124
1997-02-27,49.952157482111986
1997-02-28,27.48408359249666
1997-03-01,38.908920863379315
1997-03-02,42.18590467153763
1997-03-03,12.29548763857742
1997-03-04,23.294634192508525
1997-03-05,14.509606564879872
1997-03-06,20.476768033656768
1997-03-07,26.5150836511273
1997-03-08,17.820595346790334
1997-03-09,22.224155373099368
1997-03-10,18.806785923161236
1997-03-11,13.249321949320318
1997-03-12,26.21272056188147
1997-03-13,32.958309533803956
1997-03-14,23.88063030769919
1997-03-15,13.811756635737185
1997-03-16,16.480064177468513
1997-03-17,24.712567460451606
1997-03-18,33.7554159205995
1997-03-19,8.458187225754088
1997-03-20,47.07868204673422
1997-03-21,10.116783496433316
1997-03-22,21.211819287953006
1997-03-23,14.823861650063854
1997-03-24,39.3067650394559
1997-03-25,30.030020156846756
1997-03-26,17.063805668882367
1997-03-27,16.96521949326253
1997-03-28,28.48116682750663
1997-03-29,24.844431635349697
1997-03-30,-5.929990903502201
1997-03-31,35.53212494079311
1997-04-01,33.96405913253945
1997-04-02,41.947142577201596
1997-04-03,22.947313950776785
1997-04-04,36.219943809938144
1997-04-05,33.302532961771895
1997-04-06,9.089003262850785
1997-04-07,18.689722822777384
1997-04-08,35.23330620016706
1997-04-09,27.760693490895285
1997-04-10,26.764086428231742
1997-04-11,13.729113758997581
1997-04-12,28.23395937103621
1997-04-13,16.027487493635036
1997-04-14,9.788693728697513
1997-04-15,29.50461135649557
1997-04-16,29.798955078076176
1997-04-17,23.69592950808652
1997-04-18,28.738234314255447
1997-04-19,34.36219579676521
1997-04-20,27.493279209956388
1997-04-21,47.37715281850794
1997-04-22,30.924054658767528
1997-04-23,8.826263101530628
1997-04-24,19.73724214835095
1997-04-25,19.74532796800581
1997-04-26,47.28305718543804
1997-04-27,24.748787896160536
1997-04-28,14.636199324659904
1997-04-29,19.829080082818564
1997-04-30,21.775401519316077
1997-05-01,38.425498724527195
1997-05-02,28.788752464523572
1997-05-03,23.94733051326311
1997-05-04,12.169125825733207
1997-05-05,21.910683645265706
1997-05-06,26.073626525923594
1997-05-07,21.91348483009842
1997-05-08,29.345338440684895
1997-05-09,9.736142640975242
1997-05-10,25.615206058316847
1997-05-11,18.267684749834448
1997-05-12,3.1159992243092702
1997-05-13,13.593125469482539
1997-05-14,30.238496110828464
1997-05-15,29.490774471662856
1997-05-16,25.830465260008744
1997-05-17,27.691914528231397
1997-05-18,38.33847323154165
1997-05-19,25.96447686660632
1997-05-20,25.127548754556237
1997-05-21,30.681758446189022
1997-05-22,18.426083141079914
1997-05-23,32.01029287491927
1997-05-24,1.872774550962994
1997-05-25,12.586971730476838
1997-05-26,22.541747760093838
1997-05-27,19.253376998901743
1997-05-28,5.198440616883001
1997-05-29,18.356633534483976
1997-05-30,14.783411572024189
1997-05-31,20.556012123171367
1997-06-01,15.81739926320066
1997-06-02,42.57114819552667
1997-06-03,21.664429660622037
1997-06-04,20.009858919334583
1997-06-05,22.818784454954024
1997-06-06,24.176705707501014
1997-06-07,23.801502199775666
1997-06-08,27.91334957551487
1997-06-09,12.563401765113605
1997-06-10,18.896982392043412
1997-06-11,26.079315496993225
1997-06-12,17.068703949651486
1997-06-13,19.39882688127099
1997-06-14,30.426935335767674
1997-06-15,2.4001125937744217
1997-06-16,25.246924119184122
1997-06-17,12.634521852255869
1997-06-18,26.73314388448881
1997-06-19,25.4163763003665
1997-06-20,12.350451168272915
1997-06-21,20.195968286972043
1997-06-22,-0.40923100460442186
1997-06-23,4.089666342409961
1997-06-24,13.38265320129017
1997-06-25,34.380535030387634
1997-06-26,8.176500203836468
1997-06-27,13.945589810112127
1997-06-28,14.742641095412454
1997-06-29,32.09049661447726
1997-06-30,17.602074450922284
1997-07-01,-0.11622216534250285
1997-07-02,4.48792984270211
1997-07-03,21.212036683266284
1997-07-04,18.08112242606761
1997-07-05,0.5339904047157393
1997-07-06,17.717147414800614
1997-07-07,5.971418084127723
1997-07-08,13.84372505643454
1997-07-09,1.8271476617645455
1997-07-10,-2.360663566528963
1997-07-11,-1.3095566438811357
1997-07-12,0.4613706871088965
1997-07-13,-4.999444475304632
1997-07-14,21.08834674439144
1997-07-15,22.53863329012649
1997-07-16,10.862226753199927
1997-07-17,-0.5287316050151656
1997-07-18,17.506095541708206
1997-07-19,7.238078824531971
1997-07-20,6.6580817864409925
1997-07-21,-13.894370252150322
1997-07-22,6.846565751306326
1997-07-23,-1.8670771187277593
1997-07-24,3.9964976251843325
1997-07-25,4.915390386297149
1997-07-26,25.353626994764575
