ds,y
1997-01-01,-5.410483896779808
1997-01-02,-0.7508676462609989
1997-01-03,3.4222540076918886
1997-01-04,15.720289751727464
1997-01-05,18.096563225543097
1997-01-06,10.838445215601077
1997-01-07,4.123221947374549
1997-01-08,15.64023705866422
1997-01-09,13.430605702204549
1997-01-10,-7.505289203834787
1997-01-11,-9.012120575838939
1997-01-12,10.734278624662984
1997-01-13,16.44553260707141
1997-01-14,-6.872952146231317
1997-01-15,13.988534468157948
1997-01-16,0.26485459348960294
1997-01-17,11.035930123590408
1997-01-18,2.4080263740057077
1997-01-19,14.229592529143382
1997-01-20,14.084236134671102
1997-01-21,-6.9965189246598385
1997-01-22,18.510161545443214
1997-01-23,16.501302822283158
1997-01-24,-1.1742446927933177
1997-01-25,25.278197462622202
1997-01-26,8.53377027597195
1997-01-27,11.124578803306953
1997-01-28,24.00266590637256
1997-01-29,23.926125156000133
1997-01-30,15.589089571444337
1997-01-31,15.020416894098302
1997-02-01,25.913311326862065
1997-02-02,13.083231508805314
1997-02-03,17.866329177109794
1997-02-04,7.124906898190764
1997-02-05,-4.810994380769321
1997-02-06,10.436815985862314
1997-02-07,4.837837063645397
1997-02-08,1.093608697514112
1997-02-09,22.976192115718007
1997-02-10,25.286517571103204
1997-02-11,19.65743420189465
1997-02-12,17.481415824117118
1997-02-13,42.978003298207916
1997-02-14,9.95011558221975
1997-02-15,-3.9199988977509292
1997-02-16,29.060150040242355
1997-02-17,32.33266801458396
1997-02-18,28.382124629074845
1997-02-19,12.556914937110538
1997-02-20,33.11529890932093
1997-02-21,34.84514344884322
1997-02-22,40.04928530835371
1997-02-23,21.555916249221053
1997-02-24,23.229216902703353
1997-02-25,26.070850836203984
1997-02-26,-2.124612439496161
1997-02-27,30.400579532166613
1997-02-28,28.984731902196867
1997-03-01,19.737754131804902
1997-03-02,14.90118025067752
1997-03-03,15.785102415684474
1997-03-04,33.98247756442331
1997-03-05,17.8614190242923
1997-03-06,20.5903832375506
1997-03-07,25.879054334753302
1997-03-08,8.949425883311948
1997-03-09,29.227477019404013
1997-03-10,32.339376041888826
1997-03-11,22.517059373414302
1997-03-12,37.15155040958262
1997-03-13,23.417077110423286
1997-03-14,33.114773341491365
1997-03-15,30.588023937514016
1997-03-16,45.371202609832366
1997-03-17,28.88620394783689
1997-03-18,22.1892663912489
1997-03-19,31.344267304732647
1997-03-20,43.4069576242604
1997-03-21,13.14767357812341
1997-03-22,41.911480214110306
1997-03-23,13.845000635803055
1997-03-24,9.60257558192778
1997-03-25,29.637789671666447
1997-03-26,17.732129765010203
1997-03-27,22.196174972356225
1997-03-28,31.61722076697679
1997-03-29,23.22946929859233
1997-03-30,14.522491113850354
1997-03-31,22.875107028863553
1997-04-01,25.896517267523496
1997-04-02,20.987576803181863
1997-04-03,21.78165380542251
1997-04-04,24.227218602308298
1997-04-05,24.514012120716377
1997-04-06,18.091806165578554
1997-04-07,12.14495772981489
1997-04-08,33.98637820233428
1997-04-09,25.23649882040077
1997-04-10,16.219526320246302
1997-04-11,23.766577281130946
1997-04-12,25.71640887950514
1997-04-13,28.743736959832248
1997-04-14,34.19393296872878
1997-04-15,21.55383250446909
1997-04-16,16.922973297063457
