ID,Salary
ID-000001,9400
ID-000002,5500
ID-000003,19200
ID-000004,18400
ID-000005,17900
ID-000006,17400
ID-000007,3000
ID-000008,3200
ID-000009,3500
ID-000010,13400
ID-000011,3200
ID-000012,6600
ID-000013,7600
ID-000014,14700
ID-000015,3500
ID-000016,12400
ID-000017,16800
ID-000018,13600
ID-000019,11900
ID-000020,3300
ID-000021,11500
ID-000022,6300
ID-000023,15000
ID-000024,16400
ID-000025,9200
ID-000026,4900
ID-000027,4000
ID-000028,2900
ID-000029,9300
ID-000030,19100
ID-000031,4900
ID-000032,10800
ID-000033,12800
ID-000034,18300
ID-000035,6500
ID-000036,8700
ID-000037,9000
ID-000038,5000
ID-000039,12700
ID-000040,18000
ID-000041,2800
ID-000042,14400
ID-000043,9800
ID-000044,13700
ID-000045,19900
ID-000046,7600
ID-000047,10200
ID-000048,14700
ID-000049,3300
ID-000050,14700
ID-000051,5500
ID-000052,14800
ID-000053,4000
ID-000054,3700
ID-000055,13800
ID-000056,3900
ID-000057,2400
ID-000058,18900
ID-000059,12500
ID-000060,16300
ID-000061,8400
ID-000062,17500
ID-000063,16500
ID-000064,17000
ID-000065,14100
ID-000066,4300
ID-000067,16400
ID-000068,11800
ID-000069,13500
ID-000070,19200
ID-000071,6700
ID-000072,7000
ID-000073,13900
ID-000074,11300
ID-000075,17900
ID-000076,18800
ID-000077,5800
ID-000078,17700
ID-000079,5000
ID-000080,4400
ID-000081,6900
ID-000082,7500
ID-000083,7200
ID-000084,19100
ID-000085,7500
ID-000086,4900
ID-000087,13200
ID-000088,4300
ID-000089,2900
ID-000090,3200
ID-000091,9400
ID-000092,19300
ID-000093,6900
ID-000094,10300
ID-000095,4800
ID-000096,9400
ID-000097,18800
ID-000098,6300
ID-000099,9700
ID-000100,3900
ID-000101,2900
ID-000102,6900
ID-000103,7100
ID-000104,13400
ID-000105,4100
ID-000106,16000
ID-000107,19200
ID-000108,8900
ID-000109,12700
ID-000110,16400
ID-000111,13500
ID-000112,13600
ID-000113,16300
ID-000114,7100
ID-000115,16100
ID-000116,7300
ID-000117,2900
ID-000118,4800
ID-000119,8300
ID-000120,4800
ID-000121,19100
ID-000122,13800
ID-000123,12300
ID-000124,10200
ID-000125,8700
ID-000126,14100
ID-000127,13800
ID-000128,17900
ID-000129,13800
ID-000130,15700
ID-000131,15300
ID-000132,16200
ID-000133,9800
ID-000134,2300
ID-000135,13800
ID-000136,4200
ID-000137,2800
ID-000138,5200
ID-000139,13500
ID-000140,18400
ID-000141,2900
ID-000142,18400
ID-000143,17300
ID-000144,7100
ID-000145,5800
ID-000146,15300
ID-000147,8600
ID-000148,16800
ID-000149,7100
ID-000150,17700
ID-000151,8100
ID-000152,19900
ID-000153,2300
ID-000154,2300
ID-000155,6600
ID-000156,13400
ID-000157,16400
ID-000158,5600
ID-000159,15300
ID-000160,13400
ID-000161,5300
ID-000162,18100
ID-000163,2400
ID-000164,4900
ID-000165,12700
ID-000166,13900
ID-000167,9500
ID-000168,8500
ID-000169,4300
ID-000170,14800
ID-000171,19900
ID-000172,12600
ID-000173,14700
ID-000174,10600
ID-000175,8500
ID-000176,18700
ID-000177,12500
ID-000178,15900
ID-000179,15000
ID-000180,12400
ID-000181,14100
ID-000182,5300
ID-000183,7800
ID-000184,4100
ID-000185,3000
ID-000186,13500
ID-000187,8700
ID-000188,5200
ID-000189,8700
ID-000190,18300
ID-000191,17200
ID-000192,11100
ID-000193,9700
ID-000194,8000
ID-000195,16800
ID-000196,7600
ID-000197,10500
ID-000198,3400
ID-000199,14000
ID-000200,12700
ID-000201,6900
ID-000202,10800
ID-000203,18900
ID-000204,2400
ID-000205,13900
ID-000206,18500
ID-000207,11000
ID-000208,17400
ID-000209,4500
ID-000210,3500
ID-000211,10900
ID-000212,15700
ID-000213,5600
ID-000214,17700
ID-000215,9200
ID-000216,2900
ID-000217,8800
ID-000218,4800
ID-000219,6200
ID-000220,19300
ID-000221,12600
ID-000222,6300
ID-000223,4200
ID-000224,14900
ID-000225,7600
ID-000226,19500
ID-000227,4100
ID-000228,4200
ID-000229,9700
ID-000230,4000
ID-000231,16200
ID-000232,17600
ID-000233,2900
ID-000234,9300
ID-000235,2600
ID-000236,19200
ID-000237,11100
ID-000238,19000
ID-000239,15300
ID-000240,8100
ID-000241,7800
ID-000242,7300
ID-000243,11800
ID-000244,5600
ID-000245,2100
ID-000246,16200
ID-000247,13800
ID-000248,14000
ID-000249,9600
ID-000250,5300
ID-000251,11500
ID-000252,18200
ID-000253,19900
ID-000254,5300
ID-000255,15100
ID-000256,3600
ID-000257,19200
ID-000258,12500
ID-000259,18100
ID-000260,19000
ID-000261,12800
ID-000262,17800
ID-000263,3900
ID-000264,8800
ID-000265,10300
ID-000266,19100
ID-000267,3100
ID-000268,7100
ID-000269,6900
ID-000270,15100
ID-000271,6100
ID-000272,8600
ID-000273,11300
ID-000274,3000
ID-000275,3000
ID-000276,16100
ID-000277,2400
ID-000278,9800
ID-000279,5100
ID-000280,15000
ID-000281,2600
ID-000282,8800
ID-000283,5900
ID-000284,4200
ID-000285,8000
ID-000286,6200
ID-000287,2000
ID-000288,16300
ID-000289,5800
ID-000290,4900
ID-000291,14500
ID-000292,10600
ID-000293,7300
ID-000294,12200
ID-000295,4700
ID-000296,13600
ID-000297,14300
ID-000298,16300
