ID,Salary
ID-000001,5100
ID-000002,19900
ID-000003,6100
ID-000004,8700
ID-000005,10900
ID-000006,9100
ID-000007,4100
ID-000008,3900
ID-000009,2200
ID-000010,15200
ID-000011,4200
ID-000012,13900
ID-000013,14700
ID-000014,11600
ID-000015,8200
ID-000016,16400
ID-000017,18200
ID-000018,2300
ID-000019,8300
ID-000020,12500
ID-000021,19800
ID-000022,16600
ID-000023,6600
ID-000024,6800
ID-000025,6500
ID-000026,15500
ID-000027,18000
ID-000028,13100
ID-000029,16500
ID-000030,6300
ID-000031,7100
ID-000032,12700
ID-000033,12200
ID-000034,19600
ID-000035,10100
ID-000036,2900
ID-000037,3300
ID-000038,19300
ID-000039,3300
ID-000040,5200
ID-000041,11300
ID-000042,12000
ID-000043,15100
ID-000044,18000
ID-000045,13600
ID-000046,16000
ID-000047,7500
ID-000048,15800
ID-000049,7800
ID-000050,3000
ID-000051,18100
ID-000052,8600
ID-000053,15200
ID-000054,12000
ID-000055,15900
ID-000056,5400
ID-000057,6500
ID-000058,2400
ID-000059,8200
ID-000060,11000
ID-000061,11300
ID-000062,9300
ID-000063,17200
ID-000064,17000
ID-000065,17700
ID-000066,3300
ID-000067,18200
ID-000068,8300
ID-000069,10700
ID-000070,17700
ID-000071,7600
ID-000072,5800
ID-000073,17900
ID-000074,8300
ID-000075,12800
ID-000076,4000
ID-000077,5100
ID-000078,7300
ID-000079,11900
ID-000080,6900
ID-000081,9600
ID-000082,10100
ID-000083,11300
ID-000084,4800
ID-000085,18400
ID-000086,12100
ID-000087,11400
ID-000088,3200
ID-000089,4900
ID-000090,12300
ID-000091,2200
ID-000092,5100
ID-000093,19500
ID-000094,8800
ID-000095,5600
ID-000096,7900
ID-000097,6800
ID-000098,12000
ID-000099,6600
ID-000100,15300
ID-000101,14500
ID-000102,18900
ID-000103,9400
ID-000104,9700
ID-000105,3900
ID-000106,12700
ID-000107,16000
ID-000108,13800
ID-000109,8500
ID-000110,15900
