ID,Salary
ID-000001,17800
ID-000002,13000
ID-000003,6400
ID-000004,14000
ID-000005,3200
ID-000006,9600
ID-000007,16300
ID-000008,19700
ID-000009,6300
ID-000010,15600
ID-000011,6900
ID-000012,14900
ID-000013,13300
ID-000014,18100
ID-000015,10400
ID-000016,14000
ID-000017,5500
ID-000018,6100
ID-000019,19000
ID-000020,6800
ID-000021,8900
ID-000022,12100
ID-000023,15300
ID-000024,3500
ID-000025,17600
ID-000026,7100
ID-000027,7000
ID-000028,4700
ID-000029,13300
ID-000030,15300
ID-000031,6700
ID-000032,12500
ID-000033,9200
ID-000034,2900
ID-000035,16100
ID-000036,12900
ID-000037,11600
ID-000038,5900
ID-000039,3400
ID-000040,18600
ID-000041,2500
ID-000042,19000
ID-000043,19400
ID-000044,10700
ID-000045,12700
ID-000046,10700
ID-000047,12700
ID-000048,18800
ID-000049,12200
ID-000050,17200
ID-000051,18100
ID-000052,18400
ID-000053,2800
ID-000054,19900
ID-000055,2400
ID-000056,10500
ID-000057,14800
ID-000058,13600
ID-000059,14400
ID-000060,5500
ID-000061,13700
ID-000062,3400
ID-000063,2800
ID-000064,15600
ID-000065,12800
ID-000066,13700
ID-000067,14900
ID-000068,9100
ID-000069,12300
ID-000070,16800
ID-000071,13200
ID-000072,9600
ID-000073,4100
ID-000074,3200
ID-000075,4700
ID-000076,3100
ID-000077,8200
ID-000078,19400
ID-000079,6800
ID-000080,9400
ID-000081,2800
ID-000082,14600
ID-000083,10400
ID-000084,3100
ID-000085,5200
ID-000086,17100
ID-000087,12800
ID-000088,3400
ID-000089,12500
ID-000090,7800
ID-000091,18300
ID-000092,8700
ID-000093,4300
ID-000094,7600
ID-000095,2000
ID-000096,18900
ID-000097,7000
ID-000098,11100
ID-000099,8600
ID-000100,12300
ID-000101,9100
ID-000102,17900
ID-000103,14200
ID-000104,15200
ID-000105,15400
ID-000106,13700
ID-000107,14000
ID-000108,13600
ID-000109,17800
ID-000110,11400
ID-000111,19200
ID-000112,6200
ID-000113,6700
ID-000114,5200
ID-000115,19100
ID-000116,9200
ID-000117,8000
ID-000118,19800
ID-000119,18500
ID-000120,2000
ID-000121,14500
ID-000122,10800
ID-000123,17000
ID-000124,8100
ID-000125,4700
ID-000126,2900
ID-000127,3600
ID-000128,13000
ID-000129,12600
ID-000130,2100
ID-000131,16500
ID-000132,2200
ID-000133,19700
ID-000134,5200
ID-000135,14400
ID-000136,13000
ID-000137,5700
ID-000138,9300
ID-000139,10500
ID-000140,14000
ID-000141,16100
ID-000142,16800
ID-000143,8300
ID-000144,4000
ID-000145,5500
ID-000146,5300
ID-000147,16000
ID-000148,17800
ID-000149,19000
ID-000150,7400
ID-000151,15700
ID-000152,18300
ID-000153,16500
ID-000154,16500
ID-000155,13300
ID-000156,16300
ID-000157,16300
ID-000158,19900
ID-000159,10900
ID-000160,8600
ID-000161,2700
ID-000162,5100
ID-000163,11700
ID-000164,14500
ID-000165,16200
ID-000166,14300
ID-000167,14500
ID-000168,2800
ID-000169,8300
ID-000170,8500
ID-000171,3600
ID-000172,14200
ID-000173,10500
