ID,Salary
ID-000001,12900
ID-000002,9700
ID-000003,5200
ID-000004,17200
ID-000005,4600
ID-000006,15900
ID-000007,13400
ID-000008,18800
ID-000009,17500
ID-000010,3300
ID-000011,14300
ID-000012,16600
ID-000013,6700
ID-000014,3200
ID-000015,11200
ID-000016,6700
ID-000017,16900
ID-000018,17400
ID-000019,14100
ID-000020,3500
ID-000021,9300
ID-000022,5200
ID-000023,2100
ID-000024,11500
ID-000025,8300
ID-000026,3200
ID-000027,11900
ID-000028,14400
ID-000029,2500
ID-000030,7100
ID-000031,7000
ID-000032,9600
ID-000033,17200
ID-000034,2300
ID-000035,4500
ID-000036,10100
ID-000037,5900
ID-000038,7800
ID-000039,3600
ID-000040,6300
ID-000041,3500
ID-000042,16700
ID-000043,4300
ID-000044,14400
ID-000045,8700
ID-000046,15100
ID-000047,14900
ID-000048,4000
ID-000049,15200
ID-000050,12100
ID-000051,14100
ID-000052,5500
ID-000053,9400
ID-000054,14100
ID-000055,4900
ID-000056,2900
ID-000057,15800
ID-000058,8900
ID-000059,14900
ID-000060,7900
ID-000061,9300
ID-000062,15600
ID-000063,3000
ID-000064,17500
ID-000065,13400
ID-000066,15900
ID-000067,8900
ID-000068,10800
ID-000069,4400
ID-000070,4100
ID-000071,15500
ID-000072,3400
ID-000073,18600
ID-000074,5400
ID-000075,18100
ID-000076,11300
ID-000077,13600
ID-000078,3400
ID-000079,9000
ID-000080,6400
ID-000081,17900
ID-000082,10000
ID-000083,10500
ID-000084,13600
ID-000085,6500
ID-000086,5000
ID-000087,16000
ID-000088,18400
ID-000089,19400
ID-000090,6100
ID-000091,9100
ID-000092,15900
ID-000093,5700
ID-000094,15600
ID-000095,6900
ID-000096,17300
ID-000097,2000
ID-000098,5700
ID-000099,8300
ID-000100,7700
ID-000101,12500
ID-000102,8100
ID-000103,19300
ID-000104,8100
ID-000105,12300
ID-000106,5600
ID-000107,9100
ID-000108,15500
ID-000109,3200
ID-000110,11900
ID-000111,2600
ID-000112,18100
ID-000113,3600
ID-000114,19600
ID-000115,5400
ID-000116,9100
ID-000117,18900
ID-000118,6600
ID-000119,15900
ID-000120,11300
ID-000121,19000
ID-000122,12600
ID-000123,12300
ID-000124,9300
ID-000125,16100
ID-000126,4800
ID-000127,10100
ID-000128,7500
ID-000129,18500
ID-000130,16600
ID-000131,15300
ID-000132,12600
ID-000133,18200
ID-000134,10800
ID-000135,9000
ID-000136,13900
ID-000137,7100
ID-000138,12500
ID-000139,7200
ID-000140,3800
ID-000141,5000
ID-000142,12600
ID-000143,4800
ID-000144,14300
ID-000145,6100
ID-000146,12300
ID-000147,5300
ID-000148,13900
ID-000149,14300
ID-000150,5000
ID-000151,8900
ID-000152,18200
ID-000153,8800
ID-000154,9900
ID-000155,2300
ID-000156,6900
ID-000157,3300
ID-000158,12000
ID-000159,16700
ID-000160,6000
ID-000161,10100
ID-000162,13500
ID-000163,10100
ID-000164,6000
ID-000165,5800
ID-000166,14400
ID-000167,14600
ID-000168,13000
ID-000169,12600
ID-000170,18100
ID-000171,9900
ID-000172,16500
ID-000173,10300
ID-000174,12500
ID-000175,4800
ID-000176,7700
ID-000177,3900
ID-000178,8400
ID-000179,13100
ID-000180,19100
ID-000181,7900
ID-000182,15100
ID-000183,15500
ID-000184,12800
ID-000185,10500
ID-000186,8700
ID-000187,11200
ID-000188,19100
ID-000189,13900
ID-000190,9200
ID-000191,3300
ID-000192,7900
ID-000193,16300
ID-000194,19800
ID-000195,3300
ID-000196,3200
ID-000197,9100
ID-000198,16500
ID-000199,12200
ID-000200,7800
ID-000201,18100
ID-000202,4300
ID-000203,9400
ID-000204,19100
ID-000205,9800
ID-000206,2500
ID-000207,16600
ID-000208,12900
ID-000209,17200
ID-000210,15600
ID-000211,9300
ID-000212,15800
ID-000213,6300
ID-000214,17000
ID-000215,19500
ID-000216,7300
ID-000217,5100
ID-000218,13900
ID-000219,6100
ID-000220,2700
ID-000221,9200
ID-000222,16400
ID-000223,16800
ID-000224,16700
ID-000225,5700
ID-000226,10600
ID-000227,16800
ID-000228,17300
ID-000229,11900
ID-000230,11400
ID-000231,7100
ID-000232,11200
ID-000233,2700
ID-000234,7800
ID-000235,2300
ID-000236,16900
ID-000237,11900
ID-000238,13800
ID-000239,19700
ID-000240,14500
ID-000241,13900
ID-000242,4800
ID-000243,17300
ID-000244,2800
ID-000245,2700
ID-000246,18000
ID-000247,2700
ID-000248,8800
ID-000249,19200
ID-000250,18900
ID-000251,17400
ID-000252,16400
ID-000253,12500
ID-000254,15500
ID-000255,2200
ID-000256,16300
ID-000257,9000
ID-000258,9300
ID-000259,2600
ID-000260,3500
ID-000261,6800
ID-000262,17000
ID-000263,16000
ID-000264,8100
ID-000265,2200
ID-000266,8100
ID-000267,7600
ID-000268,12500
ID-000269,5300
ID-000270,3100
ID-000271,13800
ID-000272,16900
ID-000273,14600
ID-000274,8200
ID-000275,19200
ID-000276,2700
ID-000277,2200
ID-000278,15600
ID-000279,18400
ID-000280,8400
ID-000281,19700
ID-000282,7300
ID-000283,8300
ID-000284,2100
ID-000285,3400
ID-000286,14400
ID-000287,11600
ID-000288,10600
ID-000289,13100
ID-000290,2700
ID-000291,11700
ID-000292,19700
ID-000293,19200
ID-000294,4500
ID-000295,17900
ID-000296,8200
ID-000297,6500
ID-000298,6100
ID-000299,4800
ID-000300,14000
ID-000301,5400
ID-000302,10500
ID-000303,5400
ID-000304,15100
ID-000305,17900
ID-000306,10900
ID-000307,4400
ID-000308,7700
ID-000309,9100
ID-000310,4000
ID-000311,12100
ID-000312,16900
ID-000313,10400
ID-000314,6500
ID-000315,18400
ID-000316,2300
ID-000317,8700
ID-000318,3400
ID-000319,15000
ID-000320,2200
ID-000321,15600
ID-000322,18000
ID-000323,4300
ID-000324,19000
ID-000325,9800
ID-000326,7800
ID-000327,7600
ID-000328,12200
ID-000329,6800
ID-000330,15800
ID-000331,13800
ID-000332,9200
ID-000333,9700
ID-000334,11100
ID-000335,15200
ID-000336,14100
ID-000337,12400
ID-000338,16000
ID-000339,5800
ID-000340,11800
ID-000341,6100
ID-000342,12400
ID-000343,11900
ID-000344,18400
ID-000345,6200
ID-000346,10700
ID-000347,16600
ID-000348,8100
ID-000349,14100
ID-000350,18300
ID-000351,5400
ID-000352,7300
ID-000353,11600
ID-000354,17200
ID-000355,17600
ID-000356,6900
ID-000357,12700
ID-000358,11300
ID-000359,7400
ID-000360,18000
ID-000361,15100
ID-000362,8500
ID-000363,16600
ID-000364,19300
ID-000365,15500
ID-000366,14400
ID-000367,17700
ID-000368,5000
ID-000369,19100
ID-000370,6900
ID-000371,6600
ID-000372,13000
ID-000373,14600
ID-000374,19600
ID-000375,19900
ID-000376,4600
ID-000377,15200
ID-000378,3100
ID-000379,12800
ID-000380,3800
ID-000381,12300
ID-000382,14300
ID-000383,17100
ID-000384,8100
ID-000385,18400
ID-000386,18000
ID-000387,2600
ID-000388,4500
ID-000389,17700
ID-000390,9100
ID-000391,9400
ID-000392,10600
ID-000393,8600
ID-000394,5200
ID-000395,16600
ID-000396,11000
ID-000397,8000
ID-000398,13700
ID-000399,16100
ID-000400,8400
ID-000401,14400
ID-000402,5200
ID-000403,17600
ID-000404,10900
ID-000405,18900
ID-000406,3200
ID-000407,7300
ID-000408,10500
ID-000409,13400
ID-000410,16700
ID-000411,8800
ID-000412,17500
ID-000413,12600
ID-000414,3000
ID-000415,18900
ID-000416,15600
ID-000417,8000
ID-000418,5200
ID-000419,8400
ID-000420,5600
ID-000421,4000
ID-000422,18300
ID-000423,19800
ID-000424,18100
ID-000425,18700
ID-000426,2800
ID-000427,19200
ID-000428,9200
ID-000429,5700
ID-000430,18000
ID-000431,11100
ID-000432,4000
ID-000433,6900
ID-000434,10900
ID-000435,5500
ID-000436,2200
ID-000437,3800
ID-000438,4800
ID-000439,11200
ID-000440,6200
ID-000441,6500
ID-000442,4000
ID-000443,19900
ID-000444,6700
ID-000445,4100
ID-000446,17100
ID-000447,8100
ID-000448,12700
ID-000449,4800
ID-000450,4600
ID-000451,8900
ID-000452,10300
ID-000453,17000
ID-000454,13600
ID-000455,2900
ID-000456,13600
ID-000457,17800
