ID,Salary
ID-000001,1000
ID-000002,1500
ID-000003,1600
ID-000004,1200
ID-000005,600
ID-000006,1500
ID-000007,1800
ID-000008,1200
ID-000009,800
ID-000010,800
ID-000011,700
ID-000012,600
ID-000013,400
ID-000014,600
ID-000015,500
ID-000016,400
ID-000017,1700
ID-000018,1200
ID-000019,1100
ID-000020,200
ID-000021,1900
ID-000022,1400
ID-000023,900
ID-000024,300
ID-000025,1100
ID-000026,1000
ID-000027,1000
ID-000028,1500
ID-000029,600
ID-000030,200
ID-000031,900
ID-000032,900
ID-000033,200
ID-000034,1700
ID-000035,1700
ID-000036,1200
ID-000037,1800
ID-000038,200
ID-000039,1100
ID-000040,1600
ID-000041,1500
ID-000042,1800
ID-000043,800
ID-000044,1500
ID-000045,600
ID-000046,200
ID-000047,1400
ID-000048,500
ID-000049,1100
ID-000050,700
ID-000051,1600
ID-000052,1200
ID-000053,900
ID-000054,300
ID-000055,1800
ID-000056,1600
ID-000057,1700
ID-000058,700
ID-000059,1100
ID-000060,400
ID-000061,1900
ID-000062,400
ID-000063,800
ID-000064,500
ID-000065,900
ID-000066,1800
ID-000067,1100
ID-000068,1900
ID-000069,1800
ID-000070,400
ID-000071,400
ID-000072,400
ID-000073,1300
ID-000074,700
ID-000075,300
ID-000076,800
ID-000077,1300
ID-000078,200
ID-000079,900
ID-000080,300
ID-000081,1400
ID-000082,1900
ID-000083,1600
ID-000084,900
ID-000085,500
ID-000086,1200
ID-000087,1200
ID-000088,1700
ID-000089,1400
ID-000090,800
ID-000091,1300
ID-000092,1300
ID-000093,1900
ID-000094,200
ID-000095,1700
ID-000096,300
ID-000097,300
ID-000098,1900
ID-000099,600
ID-000100,300
ID-000101,1800
ID-000102,1200
ID-000103,1000
ID-000104,400
ID-000105,1500
ID-000106,1500
ID-000107,1700
ID-000108,1800
ID-000109,300
ID-000110,1600
ID-000111,300
ID-000112,1000
ID-000113,1100
ID-000114,700
ID-000115,800
ID-000116,1500
ID-000117,800
ID-000118,1900
ID-000119,1100
ID-000120,1800
ID-000121,200
ID-000122,1300
ID-000123,1200
ID-000124,1200
ID-000125,1300
ID-000126,1000
ID-000127,1400
ID-000128,1800
ID-000129,500
ID-000130,1500
ID-000131,200
ID-000132,1500
ID-000133,1000
ID-000134,700
ID-000135,500
ID-000136,700
ID-000137,1300
ID-000138,500
ID-000139,700
ID-000140,1900
ID-000141,700
ID-000142,1000
ID-000143,500
ID-000144,200
ID-000145,1400
ID-000146,1400
ID-000147,800
ID-000148,1000
ID-000149,300
ID-000150,800
ID-000151,300
ID-000152,700
ID-000153,700
ID-000154,1100
ID-000155,900
ID-000156,500
ID-000157,1800
ID-000158,1400
ID-000159,400
ID-000160,1300
ID-000161,1300
ID-000162,1500
ID-000163,1500
ID-000164,600
ID-000165,1700
ID-000166,1100
ID-000167,1000
ID-000168,1700
ID-000169,1000
ID-000170,1400
ID-000171,1700
ID-000172,1100
ID-000173,1600
ID-000174,900
ID-000175,1000
ID-000176,1800
ID-000177,1300
ID-000178,1000
ID-000179,1300
ID-000180,1200
ID-000181,1400
ID-000182,500
ID-000183,1300
ID-000184,1500
ID-000185,1900
ID-000186,400
ID-000187,1800
ID-000188,1700
ID-000189,1100
ID-000190,1100
ID-000191,1300
ID-000192,1900
ID-000193,1600
ID-000194,1000
ID-000195,1700
ID-000196,1800
ID-000197,1500
ID-000198,300
ID-000199,700
ID-000200,300
ID-000201,800
ID-000202,600
ID-000203,1200
ID-000204,700
ID-000205,300
ID-000206,1800
ID-000207,600
ID-000208,400
ID-000209,1600
ID-000210,200
ID-000211,500
ID-000212,1500
ID-000213,800
ID-000214,1100
ID-000215,1000
ID-000216,1400
ID-000217,700
ID-000218,200
ID-000219,1700
ID-000220,1800
ID-000221,500
ID-000222,1200
ID-000223,600
ID-000224,900
ID-000225,800
ID-000226,200
ID-000227,500
ID-000228,1300
ID-000229,400
ID-000230,1000
ID-000231,300
ID-000232,1500
ID-000233,1300
ID-000234,1700
ID-000235,500
ID-000236,400
ID-000237,1200
ID-000238,800
ID-000239,800
ID-000240,1000
ID-000241,1700
ID-000242,700
ID-000243,1400
ID-000244,1000
ID-000245,1300
ID-000246,1000
ID-000247,500
ID-000248,1300
ID-000249,400
ID-000250,700
ID-000251,200
ID-000252,1100
ID-000253,1100
ID-000254,500
ID-000255,1300
ID-000256,1800
ID-000257,1900
ID-000258,800
ID-000259,400
ID-000260,900
ID-000261,600
ID-000262,500
ID-000263,400
ID-000264,1600
ID-000265,600
ID-000266,400
ID-000267,600
ID-000268,1000
ID-000269,500
ID-000270,1000
ID-000271,1200
ID-000272,500
ID-000273,800
ID-000274,1400
ID-000275,300
ID-000276,900
ID-000277,800
ID-000278,1900
ID-000279,1700
ID-000280,1400
ID-000281,1000
