ID,Salary
ID-000001,900
ID-000002,900
ID-000003,400
ID-000004,800
ID-000005,1500
ID-000006,700
ID-000007,800
ID-000008,500
ID-000009,900
ID-000010,1000
ID-000011,700
ID-000012,700
ID-000013,400
ID-000014,1400
ID-000015,500
ID-000016,1400
ID-000017,1800
ID-000018,1600
ID-000019,1200
ID-000020,1500
ID-000021,1400
ID-000022,600
ID-000023,1700
ID-000024,1800
ID-000025,200
ID-000026,500
ID-000027,1900
ID-000028,1000
ID-000029,1100
ID-000030,200
ID-000031,600
ID-000032,500
ID-000033,1100
ID-000034,900
ID-000035,500
ID-000036,1000
ID-000037,1500
ID-000038,1100
ID-000039,1100
ID-000040,600
ID-000041,1500
ID-000042,1500
ID-000043,800
ID-000044,1100
ID-000045,600
ID-000046,700
ID-000047,800
ID-000048,1600
ID-000049,400
ID-000050,900
ID-000051,1700
ID-000052,1600
ID-000053,600
ID-000054,900
ID-000055,500
ID-000056,1700
ID-000057,1000
ID-000058,800
ID-000059,400
ID-000060,1300
ID-000061,200
ID-000062,1400
ID-000063,1100
ID-000064,1900
ID-000065,1100
ID-000066,1200
ID-000067,400
ID-000068,400
ID-000069,500
ID-000070,1500
ID-000071,1100
ID-000072,600
ID-000073,1200
ID-000074,700
ID-000075,900
ID-000076,300
ID-000077,1000
ID-000078,1700
ID-000079,300
ID-000080,1000
ID-000081,600
ID-000082,1200
ID-000083,900
ID-000084,800
ID-000085,300
ID-000086,1200
ID-000087,300
ID-000088,400
ID-000089,1600
ID-000090,1800
ID-000091,1400
ID-000092,1700
ID-000093,1800
ID-000094,200
ID-000095,700
ID-000096,1200
ID-000097,1600
ID-000098,500
ID-000099,1400
ID-000100,1700
ID-000101,1200
ID-000102,700
ID-000103,500
ID-000104,300
ID-000105,1200
ID-000106,1600
ID-000107,1700
ID-000108,1500
ID-000109,1700
ID-000110,600
ID-000111,500
ID-000112,400
ID-000113,500
ID-000114,500
ID-000115,1000
ID-000116,500
ID-000117,1600
ID-000118,200
ID-000119,1900
ID-000120,700
ID-000121,1400
ID-000122,1700
ID-000123,1900
ID-000124,700
ID-000125,700
ID-000126,1700
ID-000127,600
ID-000128,1800
ID-000129,900
ID-000130,900
ID-000131,200
ID-000132,1200
ID-000133,300
ID-000134,300
ID-000135,800
ID-000136,1300
ID-000137,800
ID-000138,1100
ID-000139,1200
ID-000140,1500
ID-000141,1500
ID-000142,200
ID-000143,1000
ID-000144,700
ID-000145,1500
ID-000146,700
ID-000147,800
ID-000148,900
ID-000149,1200
ID-000150,1200
ID-000151,1700
ID-000152,1100
ID-000153,1100
ID-000154,700
ID-000155,1900
ID-000156,200
ID-000157,1900
ID-000158,800
ID-000159,1600
ID-000160,600
ID-000161,1300
ID-000162,300
ID-000163,1100
ID-000164,1200
ID-000165,1600
ID-000166,1600
ID-000167,800
ID-000168,1700
ID-000169,200
ID-000170,1500
ID-000171,800
ID-000172,600
ID-000173,500
ID-000174,1200
ID-000175,1200
ID-000176,300
ID-000177,1400
ID-000178,300
ID-000179,1700
ID-000180,700
ID-000181,1900
ID-000182,1100
ID-000183,1300
ID-000184,1800
ID-000185,700
ID-000186,900
ID-000187,700
ID-000188,1000
ID-000189,600
ID-000190,1100
ID-000191,900
ID-000192,1800
ID-000193,800
ID-000194,300
ID-000195,1600
ID-000196,700
ID-000197,800
ID-000198,700
ID-000199,1400
ID-000200,1500
ID-000201,700
ID-000202,1000
ID-000203,700
ID-000204,900
ID-000205,800
ID-000206,1300
ID-000207,1600
ID-000208,1900
ID-000209,800
ID-000210,1400
ID-000211,600
ID-000212,1400
ID-000213,1200
ID-000214,1000
ID-000215,300
ID-000216,1100
ID-000217,800
ID-000218,400
ID-000219,1600
ID-000220,1300
ID-000221,900
ID-000222,1100
ID-000223,600
ID-000224,400
ID-000225,1500
ID-000226,700
ID-000227,500
ID-000228,1600
ID-000229,500
ID-000230,1500
ID-000231,200
ID-000232,1100
ID-000233,1000
ID-000234,400
ID-000235,1500
ID-000236,300
ID-000237,1700
ID-000238,1500
ID-000239,1000
ID-000240,1400
ID-000241,300
ID-000242,1200
ID-000243,300
ID-000244,500
ID-000245,1000
ID-000246,1100
ID-000247,200
ID-000248,1300
ID-000249,1900
ID-000250,1100
ID-000251,1600
ID-000252,200
ID-000253,900
ID-000254,1000
ID-000255,300
ID-000256,500
ID-000257,1000
ID-000258,1100
ID-000259,200
ID-000260,800
ID-000261,300
ID-000262,1900
ID-000263,200
ID-000264,1300
ID-000265,700
ID-000266,500
ID-000267,200
ID-000268,1400
ID-000269,900
ID-000270,1900
ID-000271,300
ID-000272,1800
ID-000273,700
ID-000274,700
ID-000275,1400
ID-000276,1200
ID-000277,1900
ID-000278,1700
ID-000279,800
ID-000280,1200
ID-000281,1600
ID-000282,1900
ID-000283,800
ID-000284,800
ID-000285,400
ID-000286,1900
ID-000287,1800
ID-000288,200
ID-000289,1500
ID-000290,1300
ID-000291,1600
ID-000292,1100
ID-000293,300
ID-000294,400
ID-000295,1300
ID-000296,900
ID-000297,1800
ID-000298,600
ID-000299,500
ID-000300,600
ID-000301,300
ID-000302,1500
ID-000303,1600
ID-000304,1800
ID-000305,1900
ID-000306,1700
ID-000307,1500
ID-000308,1900
ID-000309,1300
ID-000310,900
ID-000311,1900
ID-000312,1200
ID-000313,1100
ID-000314,1300
ID-000315,1000
ID-000316,900
ID-000317,700
ID-000318,1600
ID-000319,400
ID-000320,500
ID-000321,400
ID-000322,500
ID-000323,200
ID-000324,1300
ID-000325,1700
ID-000326,1700
ID-000327,1500
ID-000328,1100
ID-000329,1400
ID-000330,1700
ID-000331,300
ID-000332,1500
ID-000333,1300
ID-000334,400
ID-000335,400
ID-000336,1600
ID-000337,600
ID-000338,1200
ID-000339,800
ID-000340,200
ID-000341,1000
ID-000342,1000
ID-000343,1900
ID-000344,600
ID-000345,1400
ID-000346,1700
ID-000347,1600
ID-000348,900
ID-000349,600
ID-000350,800
ID-000351,1600
ID-000352,1300
ID-000353,200
