ID,Salary
ID-000001,500
ID-000002,1500
ID-000003,1700
ID-000004,400
ID-000005,600
ID-000006,1500
ID-000007,1600
ID-000008,1600
ID-000009,300
ID-000010,1200
ID-000011,1900
ID-000012,900
ID-000013,1100
ID-000014,1400
ID-000015,1500
ID-000016,1000
ID-000017,700
ID-000018,1600
ID-000019,400
ID-000020,300
ID-000021,1100
ID-000022,1400
ID-000023,1000
ID-000024,500
ID-000025,900
ID-000026,1700
ID-000027,1400
ID-000028,400
ID-000029,500
ID-000030,1400
ID-000031,300
ID-000032,800
ID-000033,600
ID-000034,500
ID-000035,1400
ID-000036,1000
ID-000037,400
ID-000038,1000
ID-000039,1600
ID-000040,1700
ID-000041,300
ID-000042,1900
ID-000043,800
ID-000044,1000
ID-000045,200
ID-000046,1400
ID-000047,1200
ID-000048,1900
ID-000049,1400
ID-000050,1900
ID-000051,1400
ID-000052,1500
ID-000053,1300
ID-000054,1400
ID-000055,1900
ID-000056,700
ID-000057,200
ID-000058,1200
ID-000059,300
ID-000060,200
ID-000061,1000
ID-000062,1000
ID-000063,1900
ID-000064,1200
ID-000065,800
ID-000066,1300
ID-000067,200
ID-000068,1600
ID-000069,1400
ID-000070,1000
ID-000071,1700
ID-000072,1300
ID-000073,1900
ID-000074,1500
ID-000075,400
ID-000076,1400
ID-000077,300
ID-000078,500
ID-000079,1100
ID-000080,300
ID-000081,700
ID-000082,1700
ID-000083,1400
ID-000084,1400
ID-000085,1100
ID-000086,600
ID-000087,1100
ID-000088,1500
ID-000089,600
ID-000090,1800
ID-000091,1700
ID-000092,500
ID-000093,1900
ID-000094,1000
ID-000095,1900
ID-000096,1800
ID-000097,700
ID-000098,1400
ID-000099,1700
ID-000100,1300
ID-000101,1900
ID-000102,500
ID-000103,1700
ID-000104,1200
ID-000105,800
ID-000106,1500
ID-000107,1300
ID-000108,1300
ID-000109,500
ID-000110,1100
ID-000111,200
ID-000112,1900
ID-000113,900
ID-000114,700
ID-000115,200
ID-000116,1000
ID-000117,1400
ID-000118,500
ID-000119,1300
ID-000120,900
ID-000121,1900
ID-000122,300
ID-000123,1600
ID-000124,1100
ID-000125,1200
ID-000126,900
ID-000127,900
ID-000128,1800
ID-000129,600
ID-000130,1700
ID-000131,1300
ID-000132,600
ID-000133,1800
ID-000134,600
ID-000135,200
ID-000136,600
ID-000137,500
ID-000138,500
ID-000139,700
ID-000140,800
ID-000141,600
ID-000142,1100
ID-000143,400
ID-000144,1300
ID-000145,1900
ID-000146,1300
ID-000147,1900
ID-000148,400
ID-000149,500
ID-000150,1100
ID-000151,1900
ID-000152,400
ID-000153,200
ID-000154,1900
ID-000155,1500
ID-000156,200
ID-000157,1600
ID-000158,800
ID-000159,1100
ID-000160,1600
ID-000161,1400
ID-000162,400
ID-000163,300
ID-000164,1400
ID-000165,1000
ID-000166,1600
ID-000167,200
ID-000168,1400
ID-000169,500
ID-000170,600
ID-000171,200
ID-000172,1900
ID-000173,1600
ID-000174,1700
ID-000175,1400
ID-000176,700
ID-000177,1200
ID-000178,500
ID-000179,800
ID-000180,900
ID-000181,1500
ID-000182,300
ID-000183,1300
ID-000184,1000
ID-000185,1600
ID-000186,500
ID-000187,400
ID-000188,1100
ID-000189,1500
ID-000190,1500
ID-000191,1900
ID-000192,1200
ID-000193,700
ID-000194,1500
ID-000195,300
ID-000196,200
ID-000197,300
ID-000198,1200
ID-000199,1100
ID-000200,1800
ID-000201,1600
ID-000202,500
ID-000203,1400
ID-000204,600
ID-000205,1600
ID-000206,1400
ID-000207,400
ID-000208,1500
ID-000209,1300
ID-000210,300
ID-000211,1800
ID-000212,1400
ID-000213,1200
ID-000214,1100
ID-000215,300
ID-000216,1300
ID-000217,200
ID-000218,1700
ID-000219,200
ID-000220,1400
ID-000221,1600
ID-000222,1000
ID-000223,900
ID-000224,1800
ID-000225,1900
ID-000226,1100
ID-000227,500
ID-000228,600
ID-000229,1600
ID-000230,1800
ID-000231,200
ID-000232,1100
ID-000233,300
ID-000234,1200
ID-000235,1200
ID-000236,600
ID-000237,800
ID-000238,400
ID-000239,1100
ID-000240,1700
ID-000241,200
ID-000242,400
ID-000243,1600
ID-000244,600
ID-000245,1200
ID-000246,600
ID-000247,1400
ID-000248,1600
ID-000249,500
ID-000250,1200
ID-000251,600
ID-000252,800
ID-000253,1900
ID-000254,900
ID-000255,1900
ID-000256,1500
ID-000257,1800
ID-000258,1700
ID-000259,500
ID-000260,1500
ID-000261,900
ID-000262,300
ID-000263,1200
ID-000264,400
ID-000265,400
ID-000266,1700
ID-000267,1300
ID-000268,1200
ID-000269,800
ID-000270,1200
ID-000271,1900
ID-000272,800
ID-000273,1700
ID-000274,600
ID-000275,1700
ID-000276,800
ID-000277,1000
ID-000278,1300
ID-000279,200
ID-000280,1900
ID-000281,1100
ID-000282,600
ID-000283,300
ID-000284,900
ID-000285,700
ID-000286,1400
ID-000287,1000
ID-000288,1900
ID-000289,1000
ID-000290,500
ID-000291,500
ID-000292,500
ID-000293,700
ID-000294,1600
ID-000295,1400
ID-000296,1600
ID-000297,800
ID-000298,400
ID-000299,1600
ID-000300,1000
ID-000301,1300
ID-000302,800
ID-000303,1800
ID-000304,800
ID-000305,500
ID-000306,700
ID-000307,1900
ID-000308,500
ID-000309,1100
ID-000310,1100
ID-000311,300
ID-000312,1200
ID-000313,300
ID-000314,400
ID-000315,1600
ID-000316,1100
ID-000317,1500
ID-000318,1400
ID-000319,1700
ID-000320,300
ID-000321,1900
ID-000322,300
ID-000323,1700
ID-000324,600
ID-000325,1100
ID-000326,1700
ID-000327,1700
ID-000328,1400
ID-000329,700
ID-000330,1600
ID-000331,800
ID-000332,1400
ID-000333,1100
ID-000334,200
ID-000335,1600
ID-000336,900
ID-000337,1300
ID-000338,400
ID-000339,900
ID-000340,1800
ID-000341,400
ID-000342,700
ID-000343,1500
ID-000344,1700
ID-000345,1700
ID-000346,1300
ID-000347,200
ID-000348,700
ID-000349,500
ID-000350,1200
ID-000351,700
ID-000352,1700
ID-000353,700
ID-000354,1900
ID-000355,400
ID-000356,1100
ID-000357,700
ID-000358,1100
ID-000359,300
ID-000360,900
ID-000361,1500
ID-000362,600
ID-000363,200
ID-000364,800
ID-000365,800
ID-000366,600
ID-000367,1300
ID-000368,900
ID-000369,1100
ID-000370,1700
ID-000371,1100
ID-000372,1200
ID-000373,1300
ID-000374,1600
ID-000375,1000
ID-000376,900
ID-000377,500
ID-000378,200
ID-000379,600
ID-000380,200
ID-000381,400
ID-000382,800
ID-000383,700
ID-000384,500
ID-000385,1100
ID-000386,900
ID-000387,300
ID-000388,1000
ID-000389,200
ID-000390,1400
ID-000391,900
ID-000392,1800
ID-000393,300
ID-000394,700
ID-000395,1600
ID-000396,900
ID-000397,1300
ID-000398,1700
ID-000399,1200
ID-000400,900
ID-000401,500
ID-000402,1800
ID-000403,1300
ID-000404,1200
ID-000405,300
ID-000406,200
ID-000407,1000
ID-000408,1900
ID-000409,1400
ID-000410,1600
ID-000411,900
ID-000412,1200
ID-000413,1400
ID-000414,1100
ID-000415,900
ID-000416,1100
ID-000417,600
ID-000418,200
ID-000419,1500
ID-000420,300
ID-000421,1900
ID-000422,1700
ID-000423,1100
ID-000424,1700
ID-000425,1000
ID-000426,1400
ID-000427,1300
ID-000428,600
ID-000429,900
ID-000430,900
ID-000431,200
ID-000432,1000
ID-000433,500
ID-000434,700
ID-000435,1500
ID-000436,1700
ID-000437,300
ID-000438,1500
ID-000439,1800
ID-000440,900
ID-000441,1800
ID-000442,200
ID-000443,1200
ID-000444,1100
ID-000445,800
ID-000446,800
ID-000447,500
ID-000448,1000
ID-000449,1500
ID-000450,600
ID-000451,1900
ID-000452,200
ID-000453,1700
ID-000454,1700
ID-000455,1700
ID-000456,400
ID-000457,600
ID-000458,900
ID-000459,1400
ID-000460,1600
ID-000461,500
ID-000462,1500
ID-000463,400
ID-000464,1100
ID-000465,1500
ID-000466,1200
ID-000467,1300
ID-000468,700
ID-000469,1100
ID-000470,400
ID-000471,1700
ID-000472,1000
ID-000473,1800
ID-000474,1100
ID-000475,1300
ID-000476,900
ID-000477,1900
ID-000478,1600
ID-000479,1300
ID-000480,1200
ID-000481,1800
ID-000482,900
ID-000483,1400
ID-000484,800
ID-000485,200
ID-000486,500
ID-000487,700
ID-000488,1800
ID-000489,1000
ID-000490,1200
ID-000491,900
ID-000492,1300
ID-000493,600
ID-000494,1400
ID-000495,1100
ID-000496,1900
ID-000497,200
ID-000498,1400
ID-000499,900
ID-000500,400
ID-000501,1700
ID-000502,1400
ID-000503,1900
ID-000504,1600
ID-000505,1500
ID-000506,700
ID-000507,1400
ID-000508,700
ID-000509,1400
ID-000510,300
ID-000511,1300
ID-000512,1800
ID-000513,1300
ID-000514,600
ID-000515,300
ID-000516,1300
ID-000517,1100
ID-000518,1000
ID-000519,1900
ID-000520,1600
ID-000521,400
ID-000522,1300
ID-000523,1500
ID-000524,1400
ID-000525,200
ID-000526,1600
ID-000527,700
ID-000528,1500
ID-000529,500
ID-000530,1400
ID-000531,1700
ID-000532,800
ID-000533,1900
ID-000534,1600
ID-000535,1300
ID-000536,800
ID-000537,1800
ID-000538,1600
ID-000539,1400
ID-000540,1600
ID-000541,1200
ID-000542,300
ID-000543,1500
ID-000544,1200
ID-000545,1700
ID-000546,1900
ID-000547,1000
ID-000548,1000
ID-000549,800
ID-000550,400
ID-000551,1400
ID-000552,200
ID-000553,1600
ID-000554,200
ID-000555,1000
ID-000556,1400
ID-000557,1000
ID-000558,400
ID-000559,1300
ID-000560,1900
ID-000561,700
ID-000562,1900
ID-000563,1200
ID-000564,1700
ID-000565,800
ID-000566,1400
ID-000567,900
ID-000568,600
ID-000569,1900
ID-000570,300
ID-000571,1700
ID-000572,1100
ID-000573,500
ID-000574,200
ID-000575,1300
ID-000576,900
ID-000577,1700
ID-000578,400
ID-000579,800
ID-000580,900
ID-000581,1000
ID-000582,700
ID-000583,1500
ID-000584,500
ID-000585,1100
ID-000586,700
ID-000587,1900
ID-000588,1800
ID-000589,1600
ID-000590,900
ID-000591,200
ID-000592,700
ID-000593,1300
ID-000594,700
ID-000595,1700
ID-000596,300
ID-000597,300
ID-000598,700
ID-000599,1700
ID-000600,600
ID-000601,800
ID-000602,1700
ID-000603,400
ID-000604,1800
ID-000605,900
ID-000606,200
ID-000607,1800
ID-000608,200
ID-000609,1500
ID-000610,500
ID-000611,500
ID-000612,1800
ID-000613,700
ID-000614,1300
ID-000615,1000
ID-000616,600
ID-000617,1300
ID-000618,1400
ID-000619,400
ID-000620,1900
ID-000621,1900
