ID,Salary
ID-000001,300
ID-000002,1200
ID-000003,300
ID-000004,500
ID-000005,1700
ID-000006,1000
ID-000007,900
ID-000008,1500
ID-000009,700
ID-000010,900
ID-000011,1600
ID-000012,200
ID-000013,700
ID-000014,1200
ID-000015,1300
ID-000016,400
ID-000017,700
ID-000018,1100
ID-000019,200
ID-000020,1900
ID-000021,500
ID-000022,600
ID-000023,800
ID-000024,600
ID-000025,1100
ID-000026,400
ID-000027,1100
ID-000028,700
ID-000029,900
ID-000030,1800
ID-000031,900
ID-000032,300
ID-000033,1200
ID-000034,900
ID-000035,700
ID-000036,200
ID-000037,1500
ID-000038,1600
ID-000039,1200
ID-000040,1500
ID-000041,1200
ID-000042,600
ID-000043,200
ID-000044,1500
ID-000045,900
ID-000046,1400
ID-000047,1300
ID-000048,700
ID-000049,600
ID-000050,300
ID-000051,400
ID-000052,1500
ID-000053,300
ID-000054,1300
ID-000055,1500
ID-000056,1200
ID-000057,1700
ID-000058,600
ID-000059,1800
ID-000060,1600
ID-000061,1200
ID-000062,500
ID-000063,1600
ID-000064,600
ID-000065,900
ID-000066,800
ID-000067,600
ID-000068,300
ID-000069,1600
ID-000070,1600
ID-000071,700
ID-000072,1500
ID-000073,1300
ID-000074,700
ID-000075,1800
ID-000076,1900
ID-000077,1200
ID-000078,1700
ID-000079,1100
ID-000080,1600
ID-000081,700
ID-000082,800
ID-000083,900
ID-000084,1900
ID-000085,1000
ID-000086,1800
ID-000087,300
ID-000088,800
ID-000089,600
ID-000090,1100
ID-000091,1000
ID-000092,1500
ID-000093,700
ID-000094,1800
ID-000095,1400
ID-000096,300
ID-000097,1200
ID-000098,1400
ID-000099,500
ID-000100,800
ID-000101,1100
ID-000102,300
ID-000103,200
ID-000104,1300
ID-000105,800
ID-000106,1300
ID-000107,700
ID-000108,1300
ID-000109,800
ID-000110,500
ID-000111,400
ID-000112,1300
ID-000113,1900
ID-000114,600
ID-000115,1700
ID-000116,1800
ID-000117,1900
ID-000118,900
ID-000119,1600
ID-000120,500
ID-000121,1100
ID-000122,1200
ID-000123,400
ID-000124,1500
ID-000125,1100
ID-000126,1500
ID-000127,1100
ID-000128,300
ID-000129,1900
ID-000130,400
ID-000131,600
ID-000132,1600
ID-000133,1100
ID-000134,500
ID-000135,1000
ID-000136,1800
ID-000137,900
ID-000138,1400
ID-000139,600
ID-000140,1000
ID-000141,1600
ID-000142,500
ID-000143,1800
ID-000144,1100
ID-000145,600
ID-000146,300
ID-000147,1600
ID-000148,1300
ID-000149,500
ID-000150,1600
ID-000151,1300
ID-000152,1100
ID-000153,1100
ID-000154,300
ID-000155,1400
ID-000156,500
ID-000157,400
ID-000158,1300
ID-000159,600
ID-000160,1200
ID-000161,1200
ID-000162,700
ID-000163,1400
ID-000164,800
ID-000165,400
ID-000166,200
ID-000167,400
ID-000168,1700
ID-000169,1500
ID-000170,1600
ID-000171,1100
ID-000172,200
ID-000173,1100
ID-000174,1600
ID-000175,1900
ID-000176,900
ID-000177,1800
ID-000178,700
ID-000179,700
ID-000180,1800
ID-000181,1200
ID-000182,1500
ID-000183,300
ID-000184,1700
ID-000185,300
ID-000186,1000
ID-000187,1400
ID-000188,300
ID-000189,1900
ID-000190,300
ID-000191,1300
ID-000192,1900
ID-000193,700
ID-000194,800
ID-000195,200
ID-000196,700
ID-000197,1900
ID-000198,1700
ID-000199,700
ID-000200,1000
ID-000201,1600
ID-000202,300
ID-000203,700
ID-000204,1600
ID-000205,1300
ID-000206,1300
ID-000207,900
ID-000208,400
ID-000209,1500
ID-000210,400
ID-000211,500
ID-000212,1800
ID-000213,1600
ID-000214,1100
ID-000215,500
ID-000216,1800
ID-000217,1100
ID-000218,1600
ID-000219,900
ID-000220,1100
ID-000221,1300
ID-000222,1500
ID-000223,1400
ID-000224,1700
ID-000225,1200
ID-000226,1700
ID-000227,300
ID-000228,500
ID-000229,1500
ID-000230,1900
ID-000231,600
ID-000232,1700
ID-000233,900
ID-000234,700
ID-000235,1000
ID-000236,1800
ID-000237,1600
ID-000238,200
ID-000239,500
ID-000240,1100
ID-000241,1600
ID-000242,1400
ID-000243,1500
ID-000244,1900
ID-000245,600
ID-000246,200
ID-000247,500
ID-000248,800
ID-000249,800
ID-000250,400
ID-000251,1700
ID-000252,500
ID-000253,700
ID-000254,600
ID-000255,200
ID-000256,700
ID-000257,200
ID-000258,700
ID-000259,700
ID-000260,1900
ID-000261,1700
ID-000262,300
ID-000263,1200
ID-000264,700
ID-000265,1400
ID-000266,1300
ID-000267,1900
ID-000268,400
ID-000269,1900
ID-000270,600
ID-000271,400
ID-000272,500
ID-000273,1200
ID-000274,600
ID-000275,1500
ID-000276,1000
ID-000277,200
ID-000278,400
ID-000279,1300
ID-000280,1400
ID-000281,600
ID-000282,200
ID-000283,1700
ID-000284,1300
ID-000285,400
ID-000286,500
ID-000287,700
ID-000288,500
ID-000289,1100
ID-000290,1200
ID-000291,1100
ID-000292,200
ID-000293,400
ID-000294,800
ID-000295,700
ID-000296,800
ID-000297,700
ID-000298,1800
ID-000299,1600
ID-000300,900
ID-000301,1600
ID-000302,1200
ID-000303,1700
ID-000304,1400
ID-000305,600
ID-000306,1700
ID-000307,900
ID-000308,400
ID-000309,1200
