ID,Salary
ID-000001,1200
ID-000002,1300
ID-000003,900
ID-000004,800
ID-000005,1700
ID-000006,1700
ID-000007,1900
ID-000008,1300
ID-000009,1500
ID-000010,1100
ID-000011,200
ID-000012,1600
ID-000013,300
ID-000014,1000
ID-000015,1400
ID-000016,200
ID-000017,1000
ID-000018,1400
ID-000019,300
ID-000020,600
ID-000021,1000
ID-000022,1300
ID-000023,800
ID-000024,1800
ID-000025,500
ID-000026,900
ID-000027,800
ID-000028,800
ID-000029,300
ID-000030,200
ID-000031,1100
ID-000032,200
ID-000033,600
ID-000034,1100
ID-000035,1300
ID-000036,1500
ID-000037,1600
ID-000038,1400
ID-000039,700
ID-000040,1300
ID-000041,1700
ID-000042,1700
ID-000043,600
ID-000044,700
ID-000045,900
ID-000046,800
ID-000047,200
ID-000048,1100
ID-000049,1600
ID-000050,1100
ID-000051,1700
ID-000052,1400
ID-000053,400
ID-000054,1400
ID-000055,1400
ID-000056,300
ID-000057,200
ID-000058,1900
ID-000059,400
ID-000060,1600
ID-000061,1100
ID-000062,1900
ID-000063,300
ID-000064,400
ID-000065,1500
ID-000066,1300
ID-000067,300
ID-000068,1900
ID-000069,600
ID-000070,1000
ID-000071,300
ID-000072,300
ID-000073,1000
ID-000074,700
ID-000075,1900
ID-000076,1700
ID-000077,600
ID-000078,1600
ID-000079,1900
ID-000080,1400
ID-000081,1800
ID-000082,800
ID-000083,1200
ID-000084,900
ID-000085,1600
ID-000086,1400
ID-000087,1000
ID-000088,900
ID-000089,1100
ID-000090,1600
ID-000091,700
ID-000092,400
ID-000093,1000
ID-000094,500
ID-000095,1700
ID-000096,300
ID-000097,1000
ID-000098,300
ID-000099,300
ID-000100,1300
ID-000101,1600
ID-000102,600
ID-000103,1800
ID-000104,1700
ID-000105,200
ID-000106,600
ID-000107,1100
ID-000108,200
ID-000109,900
ID-000110,900
ID-000111,900
ID-000112,900
ID-000113,1500
ID-000114,800
ID-000115,900
ID-000116,1300
ID-000117,1800
ID-000118,1900
ID-000119,1600
ID-000120,600
ID-000121,1000
ID-000122,800
ID-000123,1900
ID-000124,600
ID-000125,800
ID-000126,1900
ID-000127,1200
ID-000128,1600
ID-000129,700
ID-000130,300
ID-000131,600
ID-000132,1800
ID-000133,1400
ID-000134,600
ID-000135,1300
ID-000136,1800
ID-000137,500
ID-000138,1900
ID-000139,1900
ID-000140,1100
ID-000141,500
ID-000142,900
ID-000143,900
ID-000144,400
ID-000145,300
ID-000146,800
ID-000147,1100
ID-000148,800
ID-000149,1100
ID-000150,200
ID-000151,300
ID-000152,1500
ID-000153,900
ID-000154,800
ID-000155,200
ID-000156,300
ID-000157,1000
ID-000158,1100
ID-000159,600
ID-000160,300
ID-000161,400
ID-000162,1000
ID-000163,1700
ID-000164,1000
ID-000165,600
ID-000166,300
ID-000167,800
ID-000168,1800
ID-000169,1000
ID-000170,900
ID-000171,400
ID-000172,500
ID-000173,1500
ID-000174,1800
ID-000175,1600
ID-000176,900
ID-000177,700
ID-000178,200
ID-000179,1900
ID-000180,1600
ID-000181,1800
ID-000182,500
ID-000183,1200
ID-000184,1900
ID-000185,300
ID-000186,1600
ID-000187,400
ID-000188,300
ID-000189,1600
ID-000190,300
ID-000191,1200
ID-000192,1900
ID-000193,900
ID-000194,700
ID-000195,300
ID-000196,600
ID-000197,1300
ID-000198,1800
ID-000199,1500
ID-000200,700
ID-000201,300
ID-000202,1000
ID-000203,600
ID-000204,700
ID-000205,600
ID-000206,400
ID-000207,1200
ID-000208,700
ID-000209,1800
ID-000210,300
ID-000211,1200
ID-000212,1800
ID-000213,1300
ID-000214,1800
ID-000215,1800
ID-000216,400
ID-000217,1900
ID-000218,1000
ID-000219,500
ID-000220,1700
ID-000221,900
ID-000222,1400
ID-000223,1500
ID-000224,800
ID-000225,900
ID-000226,1100
ID-000227,1700
ID-000228,1300
ID-000229,700
ID-000230,1900
ID-000231,1900
ID-000232,900
ID-000233,1300
ID-000234,700
ID-000235,1600
ID-000236,700
ID-000237,1900
ID-000238,1900
ID-000239,800
ID-000240,900
ID-000241,500
ID-000242,1500
ID-000243,600
ID-000244,1300
ID-000245,1800
ID-000246,700
ID-000247,1200
ID-000248,200
ID-000249,1400
ID-000250,1000
ID-000251,1400
ID-000252,400
ID-000253,700
ID-000254,900
ID-000255,1000
ID-000256,1100
ID-000257,700
ID-000258,1200
ID-000259,1000
ID-000260,800
ID-000261,200
ID-000262,1500
ID-000263,1500
ID-000264,1000
ID-000265,1800
ID-000266,1700
ID-000267,1000
ID-000268,1700
ID-000269,600
ID-000270,400
ID-000271,1300
ID-000272,1700
ID-000273,1500
ID-000274,600
ID-000275,1800
ID-000276,700
ID-000277,1700
ID-000278,200
ID-000279,700
ID-000280,500
ID-000281,300
ID-000282,1800
ID-000283,1700
ID-000284,1300
ID-000285,1600
ID-000286,200
ID-000287,1800
ID-000288,1700
ID-000289,700
ID-000290,1500
ID-000291,1000
ID-000292,1000
ID-000293,1000
ID-000294,800
ID-000295,1800
ID-000296,1500
ID-000297,1800
ID-000298,900
ID-000299,1900
ID-000300,600
ID-000301,1900
ID-000302,1300
ID-000303,1300
ID-000304,1100
ID-000305,1700
ID-000306,1500
ID-000307,1300
ID-000308,1500
ID-000309,1400
ID-000310,400
ID-000311,900
ID-000312,700
ID-000313,800
ID-000314,500
ID-000315,600
ID-000316,1200
ID-000317,1400
ID-000318,800
ID-000319,1800
ID-000320,700
ID-000321,300
ID-000322,500
ID-000323,1800
ID-000324,1600
ID-000325,1600
